"","Sach_genes","gene_No","tax.Phylum","Category","till2","t1","Soil_Type","genome"
"694",74,3439,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_003990045.1"
"695",57,3439,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_014208045.1"
"696",44,3444,"Proteobacteria","Sucrose","CT","t1","RH","GCF_010093345.1"
"697",42,3445,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_001542775.1"
"698",38,3448,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_007859635.1"
"699",38,3448,"Proteobacteria","Sucrose","MP","t1","RH","GCF_007859635.1"
"700",76,3450,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_001619615.1"
"701",76,3450,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001619615.1"
"702",69,3457,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_009707485.1"
"703",69,3457,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_009707485.1"
"704",101,3458,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001864895.1"
"705",50,3459,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_004217495.1"
"706",72,3461,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_004357995.1"
"707",84,3463,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001475545.1"
"708",28,3463,"Gemmatimonadota","Sucrose","CT","t1","RAS","GCA_013820855.1"
"709",25,3465,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_001591025.1"
"710",25,3465,"Proteobacteria","Sucrose","MP","t1","RH","GCF_001591025.1"
"711",28,3469,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_002930615.1"
"712",43,3469,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_014199325.1"
"713",43,3469,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_014199325.1"
"714",28,3469,"Proteobacteria","Sucrose","MP","t1","RH","GCF_002930615.1"
"715",43,3469,"Proteobacteria","Sucrose","MP","t1","RH","GCF_014199325.1"
"716",68,3470,"Proteobacteria","Sucrose","CT","t1","RAS","GCA_006438735.1"
"717",68,3470,"Proteobacteria","Sucrose","MP","t1","RAS","GCA_006438735.1"
"718",68,3470,"Proteobacteria","Sucrose","MP","t1","RH","GCA_006438735.1"
"719",61,3471,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_900177685.1"
"720",72,3474,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_006715565.1"
"721",99,3474,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_902506375.1"
"722",72,3474,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_006715565.1"
"723",99,3474,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_902506375.1"
"724",48,3474,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_013328205.1"
"725",48,3474,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_013328205.1"
"726",48,3474,"Proteobacteria","Sucrose","MP","t1","RH","GCF_013328205.1"
"727",90,3475,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_006715175.1"
"728",55,3475,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_001425385.1"
"729",18,3475,"Proteobacteria","Sucrose","CT","t1","RH","GCA_001724135.1"
"730",55,3475,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_001425385.1"
"731",55,3475,"Proteobacteria","Sucrose","MP","t1","RH","GCF_001425385.1"
"732",66,3480,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_002797855.1"
"733",51,3480,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_000520555.1"
"734",66,3480,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_002797855.1"
"735",36,3481,"Proteobacteria","Sucrose","CT","t1","RH","GCA_902825775.1"
"736",57,3482,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_004010105.1"
"737",118,3482,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_013359865.1"
"738",83,3483,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_900156455.1"
"739",51,3483,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_000768685.1"
"740",51,3483,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000768685.1"
"741",83,3483,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_900156455.1"
"742",94,3484,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_001889265.1"
"743",94,3484,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001889265.1"
"744",44,3485,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_001595495.1"
"745",54,3485,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_900105335.1"
"746",44,3485,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001595495.1"
"747",54,3485,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_900105335.1"
"748",56,3486,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_003581425.1"
"749",58,3489,"Firmicutes","Sucrose","CT","t1","RH","GCF_900215625.1"
"750",23,3491,"Proteobacteria","Sucrose","MP","t1","RH","GCF_001432305.1"
"751",85,3492,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_900105205.1"
"752",85,3492,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_900105205.1"
"753",41,3495,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_002351485.1"
"754",41,3495,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_002351485.1"
"755",41,3495,"Proteobacteria","Sucrose","MP","t1","RH","GCF_002351485.1"
"756",39,3502,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_001428305.1"
"757",39,3502,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001428305.1"
"758",74,3504,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_001650405.1"
"759",74,3504,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001650405.1"
"760",83,3510,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_003667575.1"
"761",105,3510,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_003999995.1"
"762",89,3510,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_002979865.1"
"763",83,3510,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_003667575.1"
"764",105,3510,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_003999995.1"
"765",39,3511,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_003003265.1"
"766",65,3513,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_011046485.1"
"767",65,3513,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_011046485.1"
"768",44,3516,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_900100885.1"
"769",44,3516,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_900100885.1"
"770",72,3520,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_006385575.1"
"771",24,3520,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_013410665.1"
"772",72,3520,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_006385575.1"
"773",24,3520,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_013410665.1"
"774",32,3526,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_003097655.1"
"775",49,3532,"Bacteroidota","Sucrose","CT","t1","RH","GCF_014172375.1"
"776",48,3533,"Proteobacteria","Sucrose","CT","t1","RH","GCF_003149475.2"
"777",35,3534,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_001421355.1"
"778",35,3534,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_001421355.1"
"779",35,3534,"Proteobacteria","Sucrose","MP","t1","RH","GCF_001421355.1"
"780",70,3535,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_000956575.1"
"781",70,3535,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000956575.1"
"782",40,3535,"Proteobacteria","Sucrose","CT","t1","RH","GCA_009694215.1"
"783",40,3535,"Proteobacteria","Sucrose","MP","t1","RH","GCA_009694215.1"
"784",52,3536,"Proteobacteria","Sucrose","CT","t1","RH","GCF_012584515.1"
"785",23,3539,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_009827435.1"
"786",23,3539,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_009827435.1"
"787",23,3539,"Proteobacteria","Sucrose","MP","t1","RH","GCF_009827435.1"
"788",43,3540,"Actinobacteriota","Sucrose","CT","t1","RH","GCA_013213745.1"
"789",43,3540,"Actinobacteriota","Sucrose","MP","t1","RAS","GCA_013213745.1"
"790",116,3541,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000349565.1"
"791",13,3544,"Proteobacteria","Sucrose","CT","t1","RAS","GCA_013911755.1"
"792",19,3544,"Proteobacteria","Sucrose","CT","t1","RH","GCF_900113935.1"
"793",94,3546,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_001262495.1"
"794",94,3546,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001262495.1"
"795",18,3546,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_003345355.1"
"796",18,3546,"Proteobacteria","Sucrose","MP","t1","RH","GCF_003345355.1"
"797",56,3547,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_004402695.1"
"798",50,3547,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_004570845.1"
"799",56,3547,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_004402695.1"
"800",50,3547,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_004570845.1"
"801",57,3550,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_008868125.1"
"802",57,3550,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_008868125.1"
"803",45,3552,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_002374855.1"
"804",45,3552,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_002374855.1"
"805",45,3552,"Proteobacteria","Sucrose","MP","t1","RH","GCF_002374855.1"
"806",27,3554,"Bacteroidota","Sucrose","CT","t1","RAS","GCF_010119545.1"
"807",27,3554,"Bacteroidota","Sucrose","CT","t1","RH","GCF_010119545.1"
"808",37,3556,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_000826185.2"
"809",47,3556,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_900104895.1"
"810",37,3556,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000826185.2"
"811",55,3557,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_014204935.1"
"812",78,3557,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_013282805.1"
"813",55,3557,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_014204935.1"
"814",67,3558,"Firmicutes","Sucrose","CT","t1","RH","GCF_900162685.1"
"815",46,3560,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_009858245.1"
"816",46,3560,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_009858245.1"
"817",42,3563,"Verrucomicrobiota","Sucrose","MP","t1","RAS","GCF_007559335.1"
"818",130,3564,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_002412165.1"
"819",17,3565,"Verrucomicrobiota","Sucrose","CT","t1","RAS","GCA_003218305.1"
"820",17,3565,"Verrucomicrobiota","Sucrose","MP","t1","RAS","GCA_003218305.1"
"821",17,3565,"Verrucomicrobiota","Sucrose","MP","t1","RH","GCA_003218305.1"
"822",57,3566,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_006539925.1"
"823",21,3566,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_013374095.1"
"824",21,3566,"Proteobacteria","Sucrose","MP","t1","RH","GCF_013374095.1"
"825",68,3567,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_013359735.1"
"826",22,3567,"Proteobacteria","Sucrose","CT","t1","RH","GCF_012932145.1"
"827",58,3568,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_008727775.1"
"828",58,3568,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_008727775.1"
"829",51,3570,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_004402215.1"
"830",28,3571,"Proteobacteria","Sucrose","CT","t1","RH","GCA_013141175.1"
"831",28,3571,"Proteobacteria","Sucrose","MP","t1","RAS","GCA_013141175.1"
"832",59,3572,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_003309065.1"
"833",33,3576,"Actinobacteriota","Sucrose","CT","t1","RAS","GCA_014646375.1"
"834",33,3576,"Actinobacteriota","Sucrose","MP","t1","RAS","GCA_014646375.1"
"835",61,3579,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_001619955.1"
"836",61,3579,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_001619955.1"
"837",61,3579,"Proteobacteria","Sucrose","MP","t1","RH","GCF_001619955.1"
"838",60,3580,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_001591405.1"
"839",60,3580,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001591405.1"
"840",47,3584,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_003994485.1"
"841",56,3584,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_011777495.1"
"842",47,3584,"Proteobacteria","Sucrose","CT","t1","RH","GCF_003994485.1"
"843",56,3584,"Proteobacteria","Sucrose","CT","t1","RH","GCF_011777495.1"
"844",47,3584,"Proteobacteria","Sucrose","MP","t1","RH","GCF_003994485.1"
"845",72,3586,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_000299315.2"
"846",77,3586,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_002979915.1"
"847",72,3586,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000299315.2"
"848",58,3590,"Actinobacteriota","Sucrose","MP","t1","RAS","GCA_014647495.1"
"849",143,3590,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_007679325.1"
"850",101,3590,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_007673775.1"
"851",117,3592,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_001984105.1"
"852",117,3592,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001984105.1"
"853",85,3593,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_900292075.1"
"854",39,3594,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_003355005.1"
"855",39,3594,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_003355005.1"
"856",39,3594,"Proteobacteria","Sucrose","MP","t1","RH","GCF_003355005.1"
"857",38,3595,"Proteobacteria","Sucrose","CT","t1","RH","GCF_001592265.1"
"858",15,3598,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_014199685.1"
"859",15,3598,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_014199685.1"
"860",15,3598,"Proteobacteria","Sucrose","MP","t1","RH","GCF_014199685.1"
"861",66,3599,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_000956405.1"
"862",66,3599,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000956405.1"
"863",50,3599,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_001425575.1"
"864",97,3602,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_005774735.1"
"865",97,3602,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_005774735.1"
"866",77,3603,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_000333395.1"
"867",77,3603,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000333395.1"
"868",101,3603,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001864835.1"
"869",116,3605,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_003234115.1"
"870",36,3610,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_001425085.1"
"871",62,3611,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_009828605.1"
"872",46,3611,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_009765165.1"
"873",54,3613,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_011927905.1"
"874",35,3615,"Proteobacteria","Sucrose","MP","t1","RAS","GCA_014636175.1"
"875",35,3615,"Proteobacteria","Sucrose","MP","t1","RH","GCA_014636175.1"
"876",21,3616,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_001427865.1"
"877",21,3616,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_001427865.1"
"878",21,3616,"Proteobacteria","Sucrose","MP","t1","RH","GCF_001427865.1"
"879",88,3617,"Firmicutes","Sucrose","CT","t1","RH","GCF_007859395.1"
"880",56,3618,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_900177765.1"
"881",75,3620,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_009363855.1"
"882",128,3624,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_001476285.1"
"883",128,3624,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001476285.1"
"884",35,3627,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_001421805.1"
"885",20,3627,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_001556185.1"
"886",35,3627,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_001421805.1"
"887",20,3627,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_001556185.1"
"888",35,3627,"Proteobacteria","Sucrose","MP","t1","RH","GCF_001421805.1"
"889",20,3627,"Proteobacteria","Sucrose","MP","t1","RH","GCF_001556185.1"
"890",122,3628,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_005796185.1"
"891",28,3628,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_014197105.1"
"892",28,3628,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_014197105.1"
"893",28,3628,"Proteobacteria","Sucrose","MP","t1","RH","GCF_014197105.1"
"894",101,3629,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_004402235.1"
"895",44,3629,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_003688625.1"
"896",44,3629,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_003688625.1"
"897",44,3629,"Proteobacteria","Sucrose","MP","t1","RH","GCF_003688625.1"
"898",34,3630,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_010450875.1"
"899",34,3630,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_010450875.1"
"900",34,3630,"Proteobacteria","Sucrose","MP","t1","RH","GCF_010450875.1"
"901",69,3633,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_003635045.1"
"902",69,3633,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_003635045.1"
"903",57,3634,"Proteobacteria","Sucrose","CT","t1","RH","GCF_010093305.1"
"904",92,3635,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_002024885.1"
"905",92,3635,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_002024885.1"
"906",31,3635,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_001556995.1"
"907",82,3640,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_003014675.1"
"908",82,3640,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_003014675.1"
"909",79,3641,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_001424755.1"
"910",79,3641,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_001424755.1"
"911",30,3641,"Bacteroidota","Sucrose","MP","t1","RH","GCF_900168015.1"
"912",55,3642,"Firmicutes","Sucrose","CT","t1","RAS","GCF_008764295.1"
"913",67,3643,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_900105345.1"
"914",30,3643,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_001305965.1"
"915",30,3643,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_001305965.1"
"916",30,3643,"Proteobacteria","Sucrose","MP","t1","RH","GCF_001305965.1"
"917",69,3648,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_000956525.1"
"918",69,3648,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000956525.1"
"919",43,3651,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_002812725.1"
"920",43,3651,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_002812725.1"
"921",41,3652,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_003217235.1"
"922",68,3654,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_001421765.1"
"923",68,3654,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_001421765.1"
"924",68,3654,"Proteobacteria","Sucrose","MP","t1","RH","GCF_001421765.1"
"925",39,3655,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_004341505.1"
"926",39,3655,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_004341505.1"
"927",39,3655,"Proteobacteria","Sucrose","MP","t1","RH","GCF_004341505.1"
"928",40,3658,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_009827655.1"
"929",72,3660,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_900099735.1"
"930",83,3663,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_004794315.1"
"931",76,3663,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_013409865.1"
"932",83,3663,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_004794315.1"
"933",21,3663,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_009827305.1"
"934",44,3664,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_001552075.1"
"935",35,3664,"Proteobacteria","Sucrose","MP","t1","RH","GCF_004134995.1"
"936",23,3668,"Proteobacteria","Sucrose","MP","t1","RH","GCF_005502875.1"
"937",84,3669,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_001571005.1"
"938",90,3669,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_013359815.1"
"939",43,3671,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_001427025.1"
"940",43,3671,"Proteobacteria","Sucrose","CT","t1","RH","GCF_001427025.1"
"941",97,3672,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001865015.1"
"942",50,3673,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_002288825.1"
"943",50,3673,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_002288825.1"
"944",50,3673,"Proteobacteria","Sucrose","MP","t1","RH","GCF_002288825.1"
"945",109,3677,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001806325.1"
"946",67,3677,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_005222805.1"
"947",46,3677,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_013374115.1"
"948",67,3677,"Proteobacteria","Sucrose","CT","t1","RH","GCF_005222805.1"
"949",46,3677,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_013374115.1"
"950",67,3677,"Proteobacteria","Sucrose","MP","t1","RH","GCF_005222805.1"
"951",46,3677,"Proteobacteria","Sucrose","MP","t1","RH","GCF_013374115.1"
"952",43,3678,"Proteobacteria","Sucrose","MP","t1","RAS","GCA_014641735.1"
"953",21,3678,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_001423845.1"
"954",43,3678,"Proteobacteria","Sucrose","MP","t1","RH","GCA_014641735.1"
"955",21,3678,"Proteobacteria","Sucrose","MP","t1","RH","GCF_001423845.1"
"956",26,3679,"Proteobacteria","Sucrose","MP","t1","RH","GCF_013334205.1"
"957",28,3680,"Proteobacteria","Sucrose","CT","t1","RH","GCF_004342425.1"
"958",32,3680,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_001557325.1"
"959",53,3682,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_001426195.1"
"960",53,3682,"Proteobacteria","Sucrose","MP","t1","RH","GCF_001426195.1"
"961",39,3683,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_000685355.1"
"962",83,3686,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_002975405.1"
"963",37,3688,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_001423135.1"
"964",37,3688,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_001423135.1"
"965",28,3689,"Bacteroidota","Sucrose","CT","t1","RAS","GCF_014297265.1"
"966",28,3689,"Bacteroidota","Sucrose","CT","t1","RH","GCF_014297265.1"
"967",72,3690,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_003755065.1"
"968",46,3690,"Proteobacteria","Sucrose","MP","t1","RH","GCF_005503055.1"
"969",109,3691,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_001302565.1"
"970",111,3692,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_000202635.1"
"971",111,3692,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000202635.1"
"972",42,3694,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_003610375.1"
"973",42,3694,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_003610375.1"
"974",42,3694,"Proteobacteria","Sucrose","MP","t1","RH","GCF_003610375.1"
"975",24,3699,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_004217215.1"
"976",38,3699,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_006542605.1"
"977",59,3701,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_013116745.1"
"978",122,3703,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_002872075.1"
"979",122,3703,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_002872075.1"
"980",48,3707,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_013179575.1"
"981",60,3709,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_000184685.1"
"982",60,3709,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000184685.1"
"983",103,3710,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_007673235.1"
"984",32,3711,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_900110035.1"
"985",32,3711,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_900110035.1"
"986",32,3711,"Proteobacteria","Sucrose","MP","t1","RH","GCF_900110035.1"
"987",98,3712,"Actinobacteriota","Sucrose","MP","t1","RAS","GCF_900099975.1"
"988",29,3713,"Firmicutes","Sucrose","CT","t1","RH","GCF_000732635.1"
"989",72,3714,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_005502885.1"
"990",72,3714,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_005502885.1"
"991",43,3715,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_014358075.1"
"992",43,3715,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_014358075.1"
"993",43,3715,"Proteobacteria","Sucrose","MP","t1","RH","GCF_014358075.1"
"994",43,3717,"Proteobacteria","Sucrose","CT","t1","RAS","GCF_002374835.1"
"995",43,3717,"Proteobacteria","Sucrose","MP","t1","RAS","GCF_002374835.1"
"996",43,3717,"Proteobacteria","Sucrose","MP","t1","RH","GCF_002374835.1"
"997",72,3718,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_900114345.1"
"998",72,3718,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_900114345.1"
"999",115,3720,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_007680845.1"
"1000",74,3723,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000304335.1"
"1001",69,3724,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_000956475.1"
"1002",69,3724,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_000956475.1"
"1003",80,3725,"Firmicutes","Sucrose","CT","t1","RH","GCF_900110015.1"
"1004",40,3729,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_011751885.1"
"1005",24,3729,"Actinobacteriota","Sucrose","CT","t1","RH","GCF_013408415.1"
"1006",162,3732,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_001423185.1"
"1007",162,3732,"Actinobacteriota","Sucrose","MP","t1","RH","GCF_001423185.1"
"1008",72,3734,"Firmicutes","Sucrose","CT","t1","RH","GCF_001683825.1"
"1009",72,3735,"Actinobacteriota","Sucrose","CT","t1","RAS","GCF_002979415.1"
