"","Sach_genes","gene_No","tax.Phylum","Category","till2","t1","Soil_Type","genome"
"1697",1259,4549,"Acidobacteriota","Glucose","MP","total","RAS","GCA_003168335.1"
"1698",1259,4549,"Acidobacteriota","Glucose","MP","total","RH","GCA_003168335.1"
"1699",1606,4550,"Proteobacteria","Glucose","CT","total","RAS","GCF_900113985.1"
"1700",1833,4553,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000576575.1"
"1701",1833,4553,"Actinobacteriota","Glucose","MP","total","RH","GCF_000576575.1"
"1702",1919,4558,"Proteobacteria","Glucose","CT","total","RAS","GCF_014489075.1"
"1703",1564,4558,"Proteobacteria","Glucose","MP","total","RAS","GCF_000346225.2"
"1704",1919,4558,"Proteobacteria","Glucose","MP","total","RAS","GCF_014489075.1"
"1705",1919,4558,"Proteobacteria","Glucose","MP","total","RH","GCF_014489075.1"
"1706",1783,4560,"Proteobacteria","Glucose","MP","total","RAS","GCF_014204495.1"
"1707",1783,4560,"Proteobacteria","Glucose","MP","total","RH","GCF_014204495.1"
"1708",1816,4566,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001863355.1"
"1709",1932,4567,"Proteobacteria","Glucose","CT","total","RAS","GCF_900115295.1"
"1710",1932,4567,"Proteobacteria","Glucose","MP","total","RAS","GCF_900115295.1"
"1711",1932,4567,"Proteobacteria","Glucose","MP","total","RH","GCF_900115295.1"
"1712",2945,4569,"Actinobacteriota","Glucose","CT","total","RAS","GCF_014171575.1"
"1713",1395,4569,"Actinobacteriota","Glucose","MP","total","RAS","GCF_004570875.1"
"1714",1395,4569,"Actinobacteriota","Glucose","MP","total","RH","GCF_004570875.1"
"1715",2945,4569,"Actinobacteriota","Glucose","MP","total","RH","GCF_014171575.1"
"1716",1916,4569,"Proteobacteria","Glucose","MP","total","RH","GCF_000282575.1"
"1717",2580,4571,"Actinobacteriota","Glucose","CT","total","RAS","GCF_001314225.1"
"1718",2580,4571,"Actinobacteriota","Glucose","MP","total","RH","GCF_001314225.1"
"1719",1558,4572,"Proteobacteria","Glucose","CT","total","RAS","GCA_013377015.1"
"1720",2162,4573,"Bacteroidota","Glucose","CT","total","RH","GCF_014472395.1"
"1721",2162,4573,"Bacteroidota","Glucose","MP","total","RH","GCF_014472395.1"
"1722",1156,4576,"Proteobacteria","Glucose","CT","total","RAS","GCF_000015725.1"
"1723",2630,4578,"Actinobacteriota","Glucose","MP","total","RAS","GCF_003061105.1"
"1724",1964,4579,"Proteobacteria","Glucose","CT","total","RAS","GCF_900102135.1"
"1725",1964,4579,"Proteobacteria","Glucose","CT","total","RH","GCF_900102135.1"
"1726",1348,4582,"Proteobacteria","Glucose","MP","total","RAS","GCF_007993865.1"
"1727",2209,4583,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001424485.1"
"1728",2209,4583,"Actinobacteriota","Glucose","MP","total","RH","GCF_001424485.1"
"1729",2122,4586,"Actinobacteriota","Glucose","CT","total","RAS","GCF_004168035.1"
"1730",2595,4589,"Actinobacteriota","Glucose","CT","total","RAS","GCF_900107435.1"
"1731",1576,4592,"Proteobacteria","Glucose","CT","total","RAS","GCF_001426945.1"
"1732",1576,4592,"Proteobacteria","Glucose","CT","total","RH","GCF_001426945.1"
"1733",1639,4593,"Proteobacteria","Glucose","CT","total","RAS","GCF_014197145.1"
"1734",1639,4593,"Proteobacteria","Glucose","CT","total","RH","GCF_014197145.1"
"1735",2157,4602,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001428505.1"
"1736",2157,4602,"Actinobacteriota","Glucose","MP","total","RH","GCF_001428505.1"
"1737",2267,4605,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001512285.1"
"1738",1285,4606,"Proteobacteria","Glucose","MP","total","RAS","GCF_001429065.1"
"1739",1285,4606,"Proteobacteria","Glucose","MP","total","RH","GCF_001429065.1"
"1740",1657,4607,"Proteobacteria","Glucose","CT","total","RAS","GCF_014203155.1"
"1741",1834,4608,"Proteobacteria","Glucose","CT","total","RAS","GCF_902825325.1"
"1742",1887,4613,"Proteobacteria","Glucose","CT","total","RAS","GCF_002252505.1"
"1743",1667,4614,"Firmicutes","Glucose","CT","total","RH","GCF_002560985.1"
"1744",2206,4615,"Bacteroidota","Glucose","CT","total","RH","GCF_002736205.1"
"1745",2206,4615,"Bacteroidota","Glucose","MP","total","RH","GCF_002736205.1"
"1746",2740,4616,"Actinobacteriota","Glucose","MP","total","RH","GCF_002025645.1"
"1747",2469,4617,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000332815.1"
"1748",2095,4617,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000383675.1"
"1749",2095,4617,"Actinobacteriota","Glucose","MP","total","RH","GCF_000383675.1"
"1750",2716,4619,"Actinobacteriota","Glucose","MP","total","RAS","GCF_006715305.1"
"1751",1702,4621,"Proteobacteria","Glucose","CT","total","RAS","GCF_000251145.1"
"1752",1702,4621,"Proteobacteria","Glucose","MP","total","RAS","GCF_000251145.1"
"1753",1702,4621,"Proteobacteria","Glucose","MP","total","RH","GCF_000251145.1"
"1754",2027,4623,"Bacteroidota","Glucose","CT","total","RH","GCF_004362715.1"
"1755",2027,4623,"Bacteroidota","Glucose","MP","total","RH","GCF_004362715.1"
"1756",1476,4623,"Proteobacteria","Glucose","CT","total","RH","GCF_000013605.1"
"1757",1854,4623,"Proteobacteria","Glucose","MP","total","RAS","GCF_002796605.1"
"1758",1476,4623,"Proteobacteria","Glucose","MP","total","RH","GCF_000013605.1"
"1759",1854,4623,"Proteobacteria","Glucose","MP","total","RH","GCF_002796605.1"
"1760",2247,4626,"Actinobacteriota","Glucose","CT","total","RAS","GCF_008087345.1"
"1761",1974,4626,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000517125.1"
"1762",1622,4627,"Actinobacteriota","Glucose","MP","total","RAS","GCF_012726175.1"
"1763",2393,4628,"Actinobacteriota","Glucose","MP","total","RAS","GCF_900103975.1"
"1764",2393,4628,"Actinobacteriota","Glucose","MP","total","RH","GCF_900103975.1"
"1765",2436,4630,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001046855.1"
"1766",2436,4630,"Actinobacteriota","Glucose","MP","total","RH","GCF_001046855.1"
"1767",1569,4632,"Proteobacteria","Glucose","MP","total","RAS","GCF_900618535.1"
"1768",2564,4640,"Actinobacteriota","Glucose","MP","total","RAS","GCF_007786235.1"
"1769",1652,4642,"Proteobacteria","Glucose","MP","total","RAS","GCF_900105835.1"
"1770",1390,4643,"Proteobacteria","Glucose","MP","total","RAS","GCF_900116605.1"
"1771",1616,4643,"Proteobacteria","Glucose","MP","total","RH","GCF_000284255.1"
"1772",2792,4646,"Proteobacteria","Glucose","CT","total","RH","GCF_000751355.1"
"1773",1664,4649,"Firmicutes","Glucose","CT","total","RAS","GCF_014207535.1"
"1774",2319,4654,"Actinobacteriota","Glucose","MP","total","RAS","GCF_014207375.1"
"1775",2018,4655,"Firmicutes","Glucose","MP","total","RH","GCF_008180725.1"
"1776",1984,4656,"Proteobacteria","Glucose","CT","total","RAS","GCF_014534685.1"
"1777",1984,4656,"Proteobacteria","Glucose","CT","total","RH","GCF_014534685.1"
"1778",2191,4658,"Actinobacteriota","Glucose","MP","total","RAS","GCF_010367585.1"
"1779",1521,4658,"Proteobacteria","Glucose","CT","total","RAS","GCF_003347635.1"
"1780",1521,4658,"Proteobacteria","Glucose","CT","total","RH","GCF_003347635.1"
"1781",1521,4658,"Proteobacteria","Glucose","MP","total","RAS","GCF_003347635.1"
"1782",1521,4658,"Proteobacteria","Glucose","MP","total","RH","GCF_003347635.1"
"1783",1694,4663,"Proteobacteria","Glucose","CT","total","RH","GCF_001761385.1"
"1784",1466,4664,"Proteobacteria","Glucose","MP","total","RAS","GCF_002025205.1"
"1785",1431,4664,"Proteobacteria","Glucose","MP","total","RH","GCF_000333615.1"
"1786",1816,4668,"Proteobacteria","Glucose","CT","total","RAS","GCF_002252475.1"
"1787",1631,4669,"Proteobacteria","Glucose","MP","total","RAS","GCF_005503355.1"
"1788",1631,4669,"Proteobacteria","Glucose","MP","total","RH","GCF_005503355.1"
"1789",3098,4670,"Actinobacteriota","Glucose","MP","total","RAS","GCF_004320525.1"
"1790",2672,4670,"Firmicutes","Glucose","MP","total","RH","GCF_002019665.1"
"1791",2743,4671,"Actinobacteriota","Glucose","MP","total","RAS","GCF_014518425.1"
"1792",2743,4671,"Actinobacteriota","Glucose","MP","total","RH","GCF_014518425.1"
"1793",1079,4671,"Proteobacteria","Glucose","CT","total","RAS","GCF_000971055.1"
"1794",1079,4671,"Proteobacteria","Glucose","MP","total","RAS","GCF_000971055.1"
"1795",1079,4671,"Proteobacteria","Glucose","MP","total","RH","GCF_000971055.1"
"1796",1292,4672,"Proteobacteria","Glucose","MP","total","RAS","GCF_004005865.1"
"1797",1292,4672,"Proteobacteria","Glucose","MP","total","RH","GCF_004005865.1"
"1798",1475,4675,"Proteobacteria","Glucose","MP","total","RAS","GCF_011752525.1"
"1799",1902,4676,"Proteobacteria","Glucose","CT","total","RAS","GCF_001475935.1"
"1800",1565,4678,"Proteobacteria","Glucose","MP","total","RAS","GCF_900102675.1"
"1801",1575,4679,"Proteobacteria","Glucose","MP","total","RAS","GCF_001042985.1"
"1802",1761,4680,"Actinobacteriota","Glucose","CT","total","RAS","GCF_000426045.1"
"1803",1678,4681,"Bacteroidota","Glucose","CT","total","RH","GCF_900107535.1"
"1804",2531,4686,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000196235.1"
"1805",1412,4686,"Proteobacteria","Glucose","MP","total","RH","GCF_000238595.1"
"1806",1710,4690,"Proteobacteria","Glucose","MP","total","RAS","GCF_002269505.1"
"1807",1493,4694,"Actinobacteriota","Glucose","MP","total","RAS","GCF_005484805.1"
"1808",2332,4694,"Actinobacteriota","Glucose","MP","total","RAS","GCF_006716675.1"
"1809",2332,4694,"Actinobacteriota","Glucose","MP","total","RH","GCF_006716675.1"
"1810",1594,4696,"Proteobacteria","Glucose","CT","total","RH","GCF_014109725.1"
"1811",2622,4701,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001484605.1"
"1812",1866,4701,"Proteobacteria","Glucose","MP","total","RH","GCF_001189955.1"
"1813",1678,4703,"Proteobacteria","Glucose","MP","total","RAS","GCF_900106095.1"
"1814",2079,4704,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001969265.1"
"1815",1655,4704,"Firmicutes","Glucose","CT","total","RH","GCA_002582035.1"
"1816",1862,4705,"Proteobacteria","Glucose","MP","total","RAS","GCF_006439055.1"
"1817",1862,4705,"Proteobacteria","Glucose","MP","total","RH","GCF_006439055.1"
"1818",1958,4708,"Proteobacteria","Glucose","CT","total","RAS","GCF_014196835.1"
"1819",1657,4710,"Proteobacteria","Glucose","MP","total","RAS","GCF_009600315.1"
"1820",2271,4712,"Firmicutes","Glucose","CT","total","RH","GCF_001712755.1"
"1821",2146,4713,"Bacteroidota","Glucose","CT","total","RH","GCF_004362245.1"
"1822",2146,4713,"Bacteroidota","Glucose","MP","total","RH","GCF_004362245.1"
"1823",1434,4715,"Proteobacteria","Glucose","CT","total","RH","GCF_000400995.2"
"1824",1471,4721,"Proteobacteria","Glucose","MP","total","RAS","GCF_003331055.1"
"1825",1890,4721,"Proteobacteria","Glucose","MP","total","RH","GCF_001189965.1"
"1826",1907,4726,"Firmicutes","Glucose","CT","total","RAS","GCF_005280205.1"
"1827",1393,4726,"Proteobacteria","Glucose","MP","total","RAS","GCF_002556635.1"
"1828",1393,4726,"Proteobacteria","Glucose","MP","total","RH","GCF_002556635.1"
"1829",1576,4734,"Proteobacteria","Glucose","CT","total","RH","GCF_003148475.1"
"1830",1621,4735,"Proteobacteria","Glucose","CT","total","RH","GCF_900102625.1"
"1831",1362,4735,"Proteobacteria","Glucose","MP","total","RAS","GCF_005796105.1"
"1832",1901,4736,"Proteobacteria","Glucose","CT","total","RAS","GCA_014636935.1"
"1833",1417,4737,"Proteobacteria","Glucose","CT","total","RAS","GCF_014203125.1"
"1834",1500,4737,"Proteobacteria","Glucose","CT","total","RH","GCF_003590645.1"
"1835",1641,4738,"Proteobacteria","Glucose","CT","total","RH","GCF_008180155.1"
"1836",1578,4743,"Proteobacteria","Glucose","MP","total","RAS","GCF_001442535.1"
"1837",1578,4743,"Proteobacteria","Glucose","MP","total","RH","GCF_001442535.1"
"1838",1997,4743,"Proteobacteria","Glucose","MP","total","RH","GCF_004563925.1"
"1839",1756,4744,"Proteobacteria","Glucose","CT","total","RH","GCF_000282655.1"
"1840",1582,4746,"Proteobacteria","Glucose","MP","total","RH","GCF_004340905.1"
"1841",2518,4747,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000761485.1"
"1842",2518,4747,"Actinobacteriota","Glucose","MP","total","RH","GCF_000761485.1"
"1843",1882,4747,"Proteobacteria","Glucose","MP","total","RAS","GCF_001294575.1"
"1844",1614,4748,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000738775.1"
"1845",2494,4750,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000022025.1"
"1846",2088,4753,"Proteobacteria","Glucose","CT","total","RAS","GCA_014640615.1"
"1847",2210,4754,"Actinobacteriota","Glucose","CT","total","RH","GCF_012034385.1"
"1848",2210,4754,"Actinobacteriota","Glucose","MP","total","RAS","GCF_012034385.1"
"1849",2210,4754,"Actinobacteriota","Glucose","MP","total","RH","GCF_012034385.1"
"1850",1640,4756,"Proteobacteria","Glucose","CT","total","RAS","GCF_002075885.1"
"1851",2477,4761,"Firmicutes","Glucose","MP","total","RH","GCF_014138605.1"
"1852",1009,4761,"Proteobacteria","Glucose","CT","total","RH","GCF_002752655.1"
"1853",2102,4763,"Proteobacteria","Glucose","CT","total","RAS","GCF_001442755.1"
"1854",2489,4766,"Firmicutes","Glucose","CT","total","RAS","GCF_001274935.1"
"1855",1955,4766,"Proteobacteria","Glucose","CT","total","RAS","GCF_003664555.1"
"1856",1735,4767,"Proteobacteria","Glucose","CT","total","RH","GCF_900103405.1"
"1857",1713,4768,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001646645.1"
"1858",1781,4768,"Bacteroidota","Glucose","CT","total","RAS","GCF_000973725.1"
"1859",1781,4768,"Bacteroidota","Glucose","CT","total","RH","GCF_000973725.1"
"1860",1720,4768,"Proteobacteria","Glucose","CT","total","RAS","GCF_900473175.1"
"1861",2559,4772,"Actinobacteriota","Glucose","MP","total","RAS","GCF_900106835.1"
"1862",1784,4772,"Proteobacteria","Glucose","MP","total","RH","GCF_000256565.1"
"1863",2354,4774,"Actinobacteriota","Glucose","MP","total","RAS","GCF_002008315.2"
"1864",1855,4775,"Firmicutes","Glucose","CT","total","RH","GCF_002551005.1"
"1865",2608,4781,"Firmicutes","Glucose","CT","total","RH","GCF_902829255.1"
"1866",2608,4781,"Firmicutes","Glucose","MP","total","RH","GCF_902829255.1"
"1867",2181,4783,"Actinobacteriota","Glucose","MP","total","RAS","GCF_006717145.1"
"1868",2181,4783,"Actinobacteriota","Glucose","MP","total","RH","GCF_006717145.1"
"1869",2420,4783,"Firmicutes","Glucose","CT","total","RH","GCF_002564465.1"
"1870",1556,4788,"Actinobacteriota","Glucose","CT","total","RAS","GCF_003725535.1"
"1871",1581,4788,"Proteobacteria","Glucose","CT","total","RAS","GCF_000013365.1"
"1872",1919,4789,"Proteobacteria","Glucose","CT","total","RAS","GCF_014191055.1"
"1873",2333,4791,"Actinobacteriota","Glucose","MP","total","RAS","GCF_006964045.1"
"1874",2146,4796,"Firmicutes","Glucose","MP","total","RAS","GCF_000829465.1"
"1875",2924,4798,"Firmicutes","Glucose","MP","total","RAS","GCF_004564235.1"
"1876",2716,4801,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001423745.1"
"1877",2489,4803,"Actinobacteriota","Glucose","CT","total","RH","GCF_012033785.1"
"1878",2489,4803,"Actinobacteriota","Glucose","MP","total","RAS","GCF_012033785.1"
"1879",2489,4803,"Actinobacteriota","Glucose","MP","total","RH","GCF_012033785.1"
"1880",2037,4803,"Bacteroidota","Glucose","CT","total","RH","GCF_014172405.1"
"1881",2037,4803,"Bacteroidota","Glucose","MP","total","RH","GCF_014172405.1"
"1882",1711,4804,"Firmicutes","Glucose","CT","total","RH","GCF_000712595.1"
"1883",1521,4807,"Proteobacteria","Glucose","MP","total","RAS","GCF_014268825.1"
"1884",1575,4808,"Actinobacteriota","Glucose","CT","total","RAS","GCF_001428565.1"
"1885",1575,4808,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001428565.1"
"1886",1626,4810,"Proteobacteria","Glucose","CT","total","RH","GCF_900467685.1"
"1887",2161,4813,"Proteobacteria","Glucose","CT","total","RAS","GCF_900109605.1"
"1888",2430,4816,"Actinobacteriota","Glucose","MP","total","RH","GCF_011758655.1"
"1889",2746,4818,"Actinobacteriota","Glucose","MP","total","RAS","GCF_002224285.1"
"1890",2176,4818,"Bacteroidota","Glucose","CT","total","RH","GCF_900176535.1"
"1891",2176,4818,"Bacteroidota","Glucose","MP","total","RH","GCF_900176535.1"
"1892",921,4818,"Proteobacteria","Glucose","MP","total","RAS","GCA_013697045.1"
"1893",1601,4824,"Proteobacteria","Glucose","CT","total","RAS","GCF_014171475.1"
"1894",1601,4824,"Proteobacteria","Glucose","MP","total","RAS","GCF_014171475.1"
"1895",1601,4824,"Proteobacteria","Glucose","MP","total","RH","GCF_014171475.1"
"1896",2183,4825,"Firmicutes","Glucose","MP","total","RH","GCF_001648575.1"
"1897",1836,4825,"Proteobacteria","Glucose","MP","total","RH","GCF_001040945.1"
"1898",2583,4828,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000526335.1"
"1899",2263,4830,"Firmicutes","Glucose","CT","total","RH","GCF_002559405.1"
"1900",2342,4834,"Proteobacteria","Glucose","CT","total","RAS","GCF_001598415.1"
"1901",1862,4834,"Proteobacteria","Glucose","CT","total","RAS","GCF_900465685.1"
"1902",2342,4834,"Proteobacteria","Glucose","MP","total","RAS","GCF_001598415.1"
"1903",2342,4834,"Proteobacteria","Glucose","MP","total","RH","GCF_001598415.1"
"1904",2762,4836,"Actinobacteriota","Glucose","MP","total","RAS","GCF_002979775.1"
"1905",2447,4838,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000620185.1"
"1906",2447,4838,"Actinobacteriota","Glucose","MP","total","RH","GCF_000620185.1"
"1907",1480,4838,"Proteobacteria","Glucose","MP","total","RAS","GCF_014269185.1"
"1908",1584,4844,"Proteobacteria","Glucose","CT","total","RH","GCF_003182275.1"
"1909",1848,4847,"Firmicutes","Glucose","CT","total","RH","GCF_002561295.1"
"1910",3173,4848,"Firmicutes","Glucose","CT","total","RAS","GCF_900199695.1"
"1911",1438,4849,"Proteobacteria","Glucose","CT","total","RAS","GCF_900110435.1"
"1912",1655,4850,"Proteobacteria","Glucose","MP","total","RAS","GCF_001466965.1"
"1913",1500,4853,"Proteobacteria","Glucose","CT","total","RAS","GCF_003031265.1"
"1914",1775,4854,"Proteobacteria","Glucose","CT","total","RAS","GCF_004208535.1"
"1915",1775,4854,"Proteobacteria","Glucose","MP","total","RAS","GCF_004208535.1"
"1916",1775,4854,"Proteobacteria","Glucose","MP","total","RH","GCF_004208535.1"
"1917",1643,4856,"Proteobacteria","Glucose","MP","total","RAS","GCF_004519305.1"
"1918",2006,4858,"Proteobacteria","Glucose","CT","total","RAS","GCA_900466005.1"
"1919",2730,4863,"Actinobacteriota","Glucose","MP","total","RAS","GCF_902506065.1"
"1920",1748,4863,"Proteobacteria","Glucose","CT","total","RAS","GCF_000935025.1"
"1921",1748,4863,"Proteobacteria","Glucose","MP","total","RAS","GCF_000935025.1"
"1922",1748,4863,"Proteobacteria","Glucose","MP","total","RH","GCF_000935025.1"
"1923",1344,4864,"Proteobacteria","Glucose","MP","total","RAS","GCF_900110925.1"
"1924",1895,4867,"Proteobacteria","Glucose","MP","total","RH","GCF_002213415.1"
"1925",1339,4871,"Proteobacteria","Glucose","CT","total","RAS","GCA_004299445.1"
"1926",1339,4871,"Proteobacteria","Glucose","MP","total","RAS","GCA_004299445.1"
"1927",1077,4872,"Proteobacteria","Glucose","CT","total","RAS","GCA_902826855.1"
"1928",1077,4872,"Proteobacteria","Glucose","MP","total","RAS","GCA_902826855.1"
"1929",1741,4875,"Actinobacteriota","Glucose","CT","total","RAS","GCF_001428825.1"
"1930",1596,4876,"Proteobacteria","Glucose","CT","total","RAS","GCF_000300515.1"
"1931",1596,4876,"Proteobacteria","Glucose","CT","total","RH","GCF_000300515.1"
"1932",1543,4878,"Proteobacteria","Glucose","CT","total","RAS","GCF_013415845.1"
"1933",1823,4879,"Proteobacteria","Glucose","CT","total","RAS","GCF_003004785.1"
"1934",1805,4879,"Proteobacteria","Glucose","MP","total","RH","GCF_004016515.1"
"1935",2459,4881,"Actinobacteriota","Glucose","MP","total","RAS","GCF_000014925.1"
"1936",2191,4885,"Proteobacteria","Glucose","CT","total","RAS","GCF_009910705.1"
"1937",2817,4886,"Actinobacteriota","Glucose","MP","total","RAS","GCF_013179505.1"
"1938",1891,4888,"Proteobacteria","Glucose","CT","total","RAS","GCF_014490665.1"
"1939",1608,4888,"Proteobacteria","Glucose","MP","total","RAS","GCF_001043005.1"
"1940",1891,4888,"Proteobacteria","Glucose","MP","total","RAS","GCF_014490665.1"
"1941",1891,4888,"Proteobacteria","Glucose","MP","total","RH","GCF_014490665.1"
"1942",1781,4889,"Proteobacteria","Glucose","MP","total","RH","GCF_000300975.2"
"1943",1380,4890,"Proteobacteria","Glucose","CT","total","RH","GCF_001011155.1"
"1944",1866,4894,"Proteobacteria","Glucose","CT","total","RAS","GCF_001938945.1"
"1945",1912,4894,"Proteobacteria","Glucose","CT","total","RH","GCF_001598235.1"
"1946",1912,4894,"Proteobacteria","Glucose","MP","total","RH","GCF_001598235.1"
"1947",1507,4896,"Proteobacteria","Glucose","MP","total","RAS","GCF_000730665.1"
"1948",1940,4896,"Proteobacteria","Glucose","MP","total","RH","GCF_900112135.1"
"1949",1564,4900,"Proteobacteria","Glucose","MP","total","RAS","GCF_014268885.1"
"1950",2675,4901,"Actinobacteriota","Glucose","MP","total","RAS","GCF_902706295.1"
"1951",2624,4902,"Actinobacteriota","Glucose","MP","total","RAS","GCF_002929335.1"
"1952",1554,4907,"Proteobacteria","Glucose","MP","total","RAS","GCF_002843585.1"
"1953",1667,4909,"Proteobacteria","Glucose","MP","total","RAS","GCF_007858365.1"
"1954",1782,4910,"Proteobacteria","Glucose","MP","total","RAS","GCF_003935425.1"
"1955",2023,4911,"Proteobacteria","Glucose","CT","total","RAS","GCF_014191375.1"
"1956",1543,4915,"Proteobacteria","Glucose","MP","total","RAS","GCF_002165135.1"
"1957",1813,4917,"Proteobacteria","Glucose","CT","total","RH","GCF_900466575.1"
"1958",1817,4918,"Proteobacteria","Glucose","CT","total","RAS","GCF_006376675.1"
"1959",1819,4923,"Proteobacteria","Glucose","MP","total","RH","GCF_002257565.1"
"1960",1610,4923,"Verrucomicrobiota","Glucose","CT","total","RH","GCA_013140495.1"
"1961",1730,4929,"Proteobacteria","Glucose","MP","total","RH","GCF_003056055.1"
"1962",1564,4931,"Proteobacteria","Glucose","CT","total","RAS","GCF_900218015.1"
"1963",1752,4931,"Proteobacteria","Glucose","MP","total","RH","GCF_001425865.1"
"1964",2842,4932,"Bacteroidota","Glucose","CT","total","RH","GCF_003568665.1"
"1965",1338,4932,"Proteobacteria","Glucose","CT","total","RAS","GCF_000497575.1"
"1966",1724,4934,"Proteobacteria","Glucose","CT","total","RAS","GCF_003335045.1"
"1967",1662,4934,"Proteobacteria","Glucose","MP","total","RAS","GCF_004327285.1"
"1968",2277,4935,"Actinobacteriota","Glucose","MP","total","RH","GCF_005930475.1"
"1969",1278,4936,"Proteobacteria","Glucose","CT","total","RAS","GCF_000013885.1"
"1970",1674,4937,"Proteobacteria","Glucose","CT","total","RH","GCA_900469965.1"
"1971",1813,4938,"Proteobacteria","Glucose","CT","total","RH","GCF_900215285.1"
"1972",2564,4939,"Proteobacteria","Glucose","CT","total","RAS","GCF_001402915.1"
"1973",2564,4939,"Proteobacteria","Glucose","CT","total","RH","GCF_001402915.1"
"1974",2564,4939,"Proteobacteria","Glucose","MP","total","RH","GCF_001402915.1"
"1975",1784,4940,"Proteobacteria","Glucose","CT","total","RH","GCF_001050155.1"
"1976",2965,4941,"Firmicutes","Glucose","CT","total","RAS","GCF_001076885.1"
"1977",1699,4942,"Acidobacteriota","Glucose","MP","total","RAS","GCA_002427845.1"
"1978",1699,4942,"Acidobacteriota","Glucose","MP","total","RH","GCA_002427845.1"
"1979",1937,4945,"Actinobacteriota","Glucose","MP","total","RAS","GCF_900188025.1"
"1980",1937,4945,"Actinobacteriota","Glucose","MP","total","RH","GCF_900188025.1"
"1981",1847,4945,"Firmicutes","Glucose","MP","total","RH","GCF_004006295.1"
"1982",1837,4945,"Proteobacteria","Glucose","CT","total","RAS","GCF_900470195.1"
"1983",1962,4946,"Proteobacteria","Glucose","CT","total","RH","GCF_003590855.1"
"1984",1517,4947,"Proteobacteria","Glucose","MP","total","RH","GCF_000244995.1"
"1985",2088,4949,"Proteobacteria","Glucose","CT","total","RAS","GCF_003350535.1"
"1986",1961,4949,"Proteobacteria","Glucose","CT","total","RAS","GCF_014126615.1"
"1987",1775,4951,"Proteobacteria","Glucose","CT","total","RAS","GCF_001717955.1"
"1988",1775,4951,"Proteobacteria","Glucose","MP","total","RAS","GCF_001717955.1"
"1989",1775,4951,"Proteobacteria","Glucose","MP","total","RH","GCF_001717955.1"
"1990",2161,4952,"Bacteroidota","Glucose","CT","total","RAS","GCF_013327885.1"
"1991",1757,4955,"Proteobacteria","Glucose","CT","total","RH","GCF_003984625.1"
"1992",2254,4960,"Actinobacteriota","Glucose","CT","total","RH","GCF_001418495.1"
"1993",2254,4960,"Actinobacteriota","Glucose","MP","total","RAS","GCF_001418495.1"
"1994",2254,4960,"Actinobacteriota","Glucose","MP","total","RH","GCF_001418495.1"
"1995",2829,4961,"Firmicutes","Glucose","MP","total","RH","GCF_001439925.1"
"1996",2210,4961,"Firmicutes","Glucose","MP","total","RH","GCF_004514475.1"
"1997",1375,4962,"Proteobacteria","Glucose","MP","total","RAS","GCF_000498575.2"
"1998",1646,4967,"Proteobacteria","Glucose","CT","total","RH","GCF_001633105.1"
"1999",1783,4967,"Proteobacteria","Glucose","CT","total","RH","GCF_004798585.1"
"2000",1699,4968,"Actinobacteriota","Glucose","CT","total","RAS","GCF_001427795.1"
"2001",1808,4968,"Proteobacteria","Glucose","MP","total","RAS","GCF_001442805.1"
"2002",1808,4968,"Proteobacteria","Glucose","MP","total","RH","GCF_001442805.1"
"2003",1901,4970,"Actinobacteriota","Glucose","MP","total","RAS","GCF_006717095.1"
"2004",2432,4970,"Actinobacteriota","Glucose","MP","total","RH","GCF_000620205.1"
"2005",1901,4970,"Actinobacteriota","Glucose","MP","total","RH","GCF_006717095.1"
"2006",1768,4976,"Proteobacteria","Glucose","MP","total","RAS","GCF_013522925.1"
"2007",1846,4976,"Proteobacteria","Glucose","MP","total","RAS","GCF_014196745.1"
"2008",2006,4976,"Proteobacteria","Glucose","MP","total","RH","GCF_000282135.1"
"2009",1846,4976,"Proteobacteria","Glucose","MP","total","RH","GCF_014196745.1"
"2010",1571,4986,"Proteobacteria","Glucose","MP","total","RAS","GCF_004327355.1"
"2011",1909,4987,"Proteobacteria","Glucose","CT","total","RH","GCF_014196505.1"
"2012",1614,4989,"Proteobacteria","Glucose","CT","total","RH","GCF_000709345.1"
"2013",2048,4991,"Bacteroidota","Glucose","CT","total","RH","GCF_003208655.1"
"2014",2048,4991,"Bacteroidota","Glucose","MP","total","RH","GCF_003208655.1"
